Name	Meta	main_role	sub_role	Function	locus_tag
glmR	Genetic Info processing	Transcription	Transcription factors	GlmR transcriptional regulator	PA5550
aroE	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	shikimate dehydrogenase	PA0025
trpA	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	tryptophan synthase alpha chain	PA0035
trpB	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	tryptophan synthase beta chain	PA0036
	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	hypothetical protein	PA0244
aroQ2	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	3-dehydroquinate dehydratase	PA0245
trpE	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	anthranilate synthetase component I	PA0609
trpG	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	anthranilate synthase component II	PA0649
trpD	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	anthranilate phosphoribosyltransferase	PA0650
trpC	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	indole-3-glycerol-phosphate synthase	PA0651
phnA	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	anthranilate synthase component I	PA1001
phnB	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	anthranilate synthase component II	PA1002
aroC	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	chorismate synthase	PA1681
	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	phospho-2-dehydro-3-deoxyheptonate aldolase	PA1750
	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	probable aldolase	PA2843
	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	phospho-2-dehydro-3-deoxyheptonate aldolase	PA2943
trpF	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	PA3113
pheA	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	chorismate mutase	PA3166
aroQ1	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	3-dehydroquinate dehydratase	PA4846
aroB	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	3-dehydroquinate synthase	PA5038
aroK	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	shikimate kinase	PA5039
	Metabolism	Amino acid biosynthesis	Aromatic amino acid family	hypothetical protein	PA5184
phzH	Metabolism	Amino acid biosynthesis	Aspartate family	potential phenazine-modifying enzyme	PA0051
	Metabolism	Amino acid biosynthesis	Aspartate family	probable dihydrodipicolinate synthetase	PA0223
	Metabolism	Amino acid biosynthesis	Aspartate family	hypothetical protein	PA0389
metX	Metabolism	Amino acid biosynthesis	Aspartate family	homoserine O-acetyltransferase	PA0390
metF	Metabolism	Amino acid biosynthesis	Aspartate family	510-methylenetetrahydrofolate reductase	PA0430
lysC	Metabolism	Amino acid biosynthesis	Aspartate family	aspartate kinase alpha and beta chain	PA0904
dapA	Metabolism	Amino acid biosynthesis	Aspartate family	dihydrodipicolinate synthase	PA1010
dapE	Metabolism	Amino acid biosynthesis	Aspartate family	succinyl-diaminopimelate desuccinylase	PA1162
	Metabolism	Amino acid biosynthesis	Aspartate family	probable aminotransferase	PA1654
	Metabolism	Amino acid biosynthesis	Aspartate family	probable sugar aldolase	PA1683
	Metabolism	Amino acid biosynthesis	Aspartate family	12-dihydroxy-3-keto-5-methylthiopentene dioxygenase MtnD	PA1684
folD	Metabolism	Amino acid biosynthesis	Aspartate family	510-methylene-tetrahydrofolate dehydrogenase / cyclohydrolase	PA1796
metH	Metabolism	Amino acid biosynthesis	Aspartate family	methionine synthase	PA1843
metE	Metabolism	Amino acid biosynthesis	Aspartate family	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	PA1927
	Metabolism	Amino acid biosynthesis	Aspartate family	probable ring-hydroxylating dioxygenase subunit	PA2083
	Metabolism	Amino acid biosynthesis	Aspartate family	probable asparagine synthetase	PA2084
metZ	Metabolism	Amino acid biosynthesis	Aspartate family	o-succinylhomoserine sulfhydrylase	PA3107
asd	Metabolism	Amino acid biosynthesis	Aspartate family	aspartate semialdehyde dehydrogenase	PA3117
	Metabolism	Amino acid biosynthesis	Aspartate family	5-methylthioribose-1-phosphate isomerase MtnA	PA3169
	Metabolism	Amino acid biosynthesis	Aspartate family	probable glutamine amidotransferase	PA3459
	Metabolism	Amino acid biosynthesis	Aspartate family	probable aminotransferase	PA3659
thrC	Metabolism	Amino acid biosynthesis	Aspartate family	threonine synthase	PA3735
hom	Metabolism	Amino acid biosynthesis	Aspartate family	homoserine dehydrogenase	PA3736
dapB	Metabolism	Amino acid biosynthesis	Aspartate family	dihydrodipicolinate reductase	PA4759
metY	Metabolism	Amino acid biosynthesis	Aspartate family	homocysteine synthase	PA5025
lysA	Metabolism	Amino acid biosynthesis	Aspartate family	diaminopimelate decarboxylase	PA5277
dapF	Metabolism	Amino acid biosynthesis	Aspartate family	diaminopimelate epimerase	PA5278
thrB	Metabolism	Amino acid biosynthesis	Aspartate family	homoserine kinase	PA5495
spuI	Metabolism	Amino acid biosynthesis	Glutamate family	Glutamylpolyamine synthetase	PA0296
spuB	Metabolism	Amino acid biosynthesis	Glutamate family	Glutamylpolyamine synthetase	PA0298
proC	Metabolism	Amino acid biosynthesis	Glutamate family	pyrroline-5-carboxylate reductase	PA0393
argC	Metabolism	Amino acid biosynthesis	Glutamate family	N-acetyl-gamma-glutamyl-phosphate reductase	PA0662
pauA3	Metabolism	Amino acid biosynthesis	Glutamate family	Glutamylpolyamine synthetase	PA1566
pauA4	Metabolism	Amino acid biosynthesis	Glutamate family	Glutamylpolyamine synthetase	PA2040
	Metabolism	Amino acid biosynthesis	Glutamate family	probable aminotransferase	PA2828
gdhB	Metabolism	Amino acid biosynthesis	Glutamate family	NAD-dependent glutamate dehydrogenase	PA3068
	Metabolism	Amino acid biosynthesis	Glutamate family	probable aldolase	PA3131
	Metabolism	Amino acid biosynthesis	Glutamate family	2-keto-3-deoxy-6-phosphogluconate aldolase	PA3181
pauA5	Metabolism	Amino acid biosynthesis	Glutamate family	Glutamylpolyamine synthetase	PA3356
argG	Metabolism	Amino acid biosynthesis	Glutamate family	argininosuccinate synthase	PA3525
argF	Metabolism	Amino acid biosynthesis	Glutamate family	ornithine carbamoyltransferase anabolic	PA3537
proA	Metabolism	Amino acid biosynthesis	Glutamate family	gamma-glutamyl phosphate reductase	PA4007
argJ	Metabolism	Amino acid biosynthesis	Glutamate family	glutamate N-acetyltransferase	PA4402
proB	Metabolism	Amino acid biosynthesis	Glutamate family	glutamate 5-kinase	PA4565
gdhA	Metabolism	Amino acid biosynthesis	Glutamate family	glutamate dehydrogenase	PA4588
glnE	Metabolism	Amino acid biosynthesis	Glutamate family	glutamate-ammonia-ligase adenylyltransferase	PA5014
gltD	Metabolism	Amino acid biosynthesis	Glutamate family	glutamate synthase small chain	PA5035
gltB	Metabolism	Amino acid biosynthesis	Glutamate family	glutamate synthase large chain precursor	PA5036
glnA	Metabolism	Amino acid biosynthesis	Glutamate family	glutamine synthetase	PA5119
arcB	Metabolism	Amino acid biosynthesis	Glutamate family	ornithine carbamoyltransferase catabolic	PA5172
argA	Metabolism	Amino acid biosynthesis	Glutamate family	N-acetylglutamate synthase	PA5204
argE	Metabolism	Amino acid biosynthesis	Glutamate family	acetylornithine deacetylase	PA5206
argH	Metabolism	Amino acid biosynthesis	Glutamate family	argininosuccinate lyase	PA5263
argB	Metabolism	Amino acid biosynthesis	Glutamate family	acetylglutamate kinase	PA5323
	Metabolism	Amino acid biosynthesis	Glutamate family	probable peptidic bond hydrolase	PA5390
pauA7	Metabolism	Amino acid biosynthesis	Glutamate family	Glutamylpolyamine synthetase homologue	PA5508
pauA6	Metabolism	Amino acid biosynthesis	Glutamate family	Glutamylpolyamine synthetase	PA5522
	Metabolism	Amino acid biosynthesis	Histidine family	probable aminotransferase	PA2531
hisC2	Metabolism	Amino acid biosynthesis	Histidine family	histidinol-phosphate aminotransferase	PA3165
hisC1	Metabolism	Amino acid biosynthesis	Histidine family	histidinol-phosphate aminotransferase	PA4447
hisD	Metabolism	Amino acid biosynthesis	Histidine family	histidinol dehydrogenase	PA4448
hisG	Metabolism	Amino acid biosynthesis	Histidine family	ATP-phosphoribosyltransferase	PA4449
	Metabolism	Amino acid biosynthesis	Histidine family	conserved hypothetical protein	PA4939
hisI	Metabolism	Amino acid biosynthesis	Histidine family	phosphoribosyl-AMP cyclohydrolase	PA5066
hisE	Metabolism	Amino acid biosynthesis	Histidine family	phosphoribosyl-ATP pyrophosphohydrolase	PA5067
hisF1	Metabolism	Amino acid biosynthesis	Histidine family	imidazoleglycerol-phosphate synthase cyclase subunit	PA5140
hisA	Metabolism	Amino acid biosynthesis	Histidine family	phosphoribosylformimino-5-aminoimidazole carboxamide	PA5141
hisH1	Metabolism	Amino acid biosynthesis	Histidine family	glutamine amidotransferase	PA5142
hisB	Metabolism	Amino acid biosynthesis	Histidine family	imidazoleglycerol-phosphate dehydratase	PA5143
ilvA1	Metabolism	Amino acid biosynthesis	Pyruvate family	threonine dehydratase biosynthetic	PA0331
ilvD	Metabolism	Amino acid biosynthesis	Pyruvate family	dihydroxy-acid dehydratase	PA0353
	Metabolism	Amino acid biosynthesis	Pyruvate family	hypothetical protein	PA0851
ilvA2	Metabolism	Amino acid biosynthesis	Pyruvate family	threonine dehydratase biosynthetic	PA1326
leuB	Metabolism	Amino acid biosynthesis	Pyruvate family	3-isopropylmalate dehydrogenase	PA3118
leuD	Metabolism	Amino acid biosynthesis	Pyruvate family	3-isopropylmalate dehydratase small subunit	PA3120
leuC	Metabolism	Amino acid biosynthesis	Pyruvate family	3-isopropylmalate dehydratase large subunit	PA3121
leuA	Metabolism	Amino acid biosynthesis	Pyruvate family	2-isopropylmalate synthase	PA3792
ilvC	Metabolism	Amino acid biosynthesis	Pyruvate family	ketol-acid reductoisomerase	PA4694
ilvH	Metabolism	Amino acid biosynthesis	Pyruvate family	acetolactate synthase isozyme III small subunit	PA4695
ilvI	Metabolism	Amino acid biosynthesis	Pyruvate family	acetolactate synthase large subunit	PA4696
ilvE	Metabolism	Amino acid biosynthesis	Pyruvate family	branched-chain amino acid transferase	PA5013
serA	Metabolism	Amino acid biosynthesis	Serine family	PHGDH	PA0316
	Metabolism	Amino acid biosynthesis	Serine family	D-2-hydroxyglutarate dehydrogenase	PA0317
	Metabolism	Amino acid biosynthesis	Serine family	cystathionine beta-synthase	PA0399
	Metabolism	Amino acid biosynthesis	Serine family	probable cystathionine gamma-lyase	PA0400
cysM	Metabolism	Amino acid biosynthesis	Serine family	cysteine synthase B	PA0932
selD	Metabolism	Amino acid biosynthesis	Serine family	selenophosphate synthetase	PA1642
thrH	Metabolism	Amino acid biosynthesis	Serine family	homoserine kinase	PA1757
glyA2	Metabolism	Amino acid biosynthesis	Serine family	serine hydroxymethyltransferase	PA2444
cysK	Metabolism	Amino acid biosynthesis	Serine family	cysteine synthase A	PA2709
serC	Metabolism	Amino acid biosynthesis	Serine family	3-phosphoserine aminotransferase	PA3167
cysE	Metabolism	Amino acid biosynthesis	Serine family	O-acetylserine synthase	PA3816
glyA3	Metabolism	Amino acid biosynthesis	Serine family	serine hydroxymethyltransferase	PA4602
	Metabolism	Amino acid biosynthesis	Serine family	probable short-chain dehydrogenase	PA4907
	Metabolism	Amino acid biosynthesis	Serine family	probable phosphoserine phosphatase	PA4960
metY	Metabolism	Amino acid biosynthesis	Serine family	homocysteine synthase	PA5025
glyA1	Metabolism	Amino acid biosynthesis	Serine family	serine hydroxymethyltransferase	PA5415
bioA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Biotin	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	PA0420
bioB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Biotin	biotin synthase	PA0500
bioF	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Biotin	8-amino-7-oxononanoate synthase	PA0501
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Biotin	probable biotin biosynthesis protein bioH	PA0502
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Biotin	probable biotin synthesis protein BioC	PA0503
bioD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Biotin	dethiobiotin synthase	PA0504
folA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	dihydrofolate reductase	PA0350
folB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	dihydroneopterin aldolase	PA0582
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	hypothetical protein	PA0583
folE2	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	GTP cyclohydrolase I precursor	PA1674
pabB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	para-aminobenzoate synthase component I	PA1758
pabC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	4-amino-4-deoxychorismate lyase	PA2964
folC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	folylpolyglutamate synthetase	PA3111
phoA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	alkaline phosphatase	PA3296
folM	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	dihydromonapterin reductase FolM	PA3437
folE1	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	GTP cyclohydrolase I precursor	PA3438
folX	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	d-erythro-78-dihydroneopterin triphosphate epimerase	PA3439
folK	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	PA4728
folP	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	dihydropteroate synthase	PA4750
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Folic acid	RidA subfamily protein	PA5539
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	probable gamma-glutamyltranspeptidase	PA0164
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	probable gamma-glutamyltranspeptidase precursor	PA0361
gshB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	glutathione synthetase	PA0407
ggt	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	gamma-glutamyltranspeptidase precursor	PA1338
gor	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	glutathione reductase	PA2025
gshA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Glutathione and analogs	glutamate--cysteine ligase	PA5203
hemF	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	coproporphyrinogen III oxidase aerobic	PA0024
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	hypothetical protein	PA0112
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	probable cytochrome c oxidase assembly factor	PA0113
senC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	SenC	PA0114
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	probable oxidase	PA0386
nirN	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	NirN	PA0509
nirE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	NirE	PA0510
nirJ	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	heme d1 biosynthesis protein NirJ	PA0511
nirH	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	NirH	PA0512
nirG	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	NirG	PA0513
nirL	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	heme d1 biosynthesis protein NirL	PA0514
nirF	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	heme d1 biosynthesis protein NirF	PA0516
nirC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	probable c-type cytochrome precursor	PA0517
cobO	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cob(I)alamin adenosyltransferase	PA1272
cobB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cobyrinic acid ac-diamide synthase	PA1273
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	conserved hypothetical protein	PA1274
cobD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cobalamin biosynthetic protein CobD	PA1275
cobC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cobalamin biosynthetic protein CobC	PA1276
cobQ	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cobyric acid synthase	PA1277
cobP	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cobinamide kinase	PA1278
cobU	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	PA1279
cobV	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cobalamin (5'-phosphate) synthase	PA1281
cyoE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cytochrome o ubiquinol oxidase protein CyoE	PA1321
hemN	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	oxygen-independent coproporphyrinogen III oxidase	PA1546
cobA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	uroporphyrin-III C-methyltransferase	PA1778
cysG	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	siroheme synthase	PA2611
cobJ	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	precorrin-3 methylase CobJ	PA2903
cobI	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	precorrin-2 methyltransferase CobI	PA2904
cobH	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	precorrin isomerase CobH	PA2905
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	probable oxidoreductase	PA2906
cobL	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	precorrin-6y-dependent methyltransferase CobL	PA2907
cbiD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cobalamin biosynthetic protein CbiD	PA2908
cobN	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	cobalamin biosynthetic protein CobN	PA2944
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	conserved hypothetical protein	PA2945
cobE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	CobE	PA2947
cobM	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	precorrin-3 methylase	PA2948
hemL	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	glutamate-1-semialdehyde 21-aminomutase	PA3977
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	glutamate-1-semialdehyde aminomutase	PA4088
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	conserved hypothetical protein	PA4399
hemH	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	ferrochelatase	PA4655
hemA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	glutamyl-tRNA reductase	PA4666
hemE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	uroporphyrinogen decarboxylase	PA5034
hemB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	delta-aminolevulinic acid dehydratase	PA5243
hemD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	uroporphyrinogen-III synthetase	PA5259
hemC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	porphobilinogen deaminase	PA5260
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Heme, porphyrin, and cobalamin"	probable aminotransferase	PA5523
lis	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Lipoate	lipoate synthase	PA3996
ubiG	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	3-demethylubiquinone-9 3-methyltransferase	PA3171
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	conserved hypothetical protein	PA3911
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	conserved hypothetical protein	PA3912
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	probable protease	PA3913
ispA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	geranyltranstransferase	PA4043
pchA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	salicylate biosynthesis isochorismate synthase	PA4231
ispB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	octaprenyl-diphosphate synthase	PA4569
ubiE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	ubiquinone biosynthesis methyltransferase UbiE	PA5063
ubiB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	ubiquinone biosynthetic protein UbiB	PA5065
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	probable FAD-dependent monooxygenase	PA5221
ubiH	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	ubiH protein	PA5223
ubiA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Menaquinone and ubiquinone	4-hydroxybenzoate-octaprenyl transferase	PA5358
moaA2	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	molybdopterin biosynthetic protein A2	PA1505
moeA2	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	molybdenum cofactor biosynthesis protein A2	PA3028
moaB2	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	molybdopterin biosynthetic protein B2	PA3029
mobA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	molybdopterin-guanine dinucleotide biosynthesis protein MobA	PA3030
moaA1	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	molybdopterin biosynthetic protein A1	PA3870
moeA1	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	molybdenum cofactor biosynthetic protein A1	PA3914
moaB1	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	molybdopterin biosynthetic protein B1	PA3915
moaE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	molybdopterin converting factor large subunit	PA3916
moaD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	molybdopterin converting factor small subunit	PA3917
moaC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	molybdopterin biosynthetic protein C	PA3918
moeB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	Molybdopterin	molybdopterin biosynthesis MoeB protein	PA4663
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	conserved hypothetical protein	PA0209
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	conserved hypothetical protein	PA0665
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	conserved hypothetical protein	PA0759
	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	probable oxidoreductase	PA0853
nfuA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	NfuA	PA1847
pqqA	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	pyrroloquinoline quinone biosynthesis protein A	PA1985
pqqB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	pyrroloquinoline quinone biosynthesis protein B	PA1986
pqqC	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	pyrroloquinoline quinone biosynthesis protein C	PA1987
pqqD	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	pyrroloquinoline quinone biosynthesis protein D	PA1988
pqqE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	pyrroloquinoline quinone biosynthesis protein E	PA1989
pqqH	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	PqqH	PA1990
ygbB	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	2C-methyl-D-erythritol 24-cyclodiphosphate synthase	PA3627
ygbP	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	4-diphosphocytidyl-2-C-methylerythritol synthase	PA3633
dxr	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	1-deoxy-d-xylulose 5-phosphate reductoisomerase	PA3650
gcpE	Metabolism	"Biosynthesis of cofactors, prosthetic groups, and carriers"	"Other@Biosynthesis of cofactors, prosthetic groups, and carriers"	probable isoprenoid biosynthetic protein GcpE	PA3803
